"Id";"Descricao";"Tema_id";"Ativo"
"1557";"Integrador";"13";"1"
"1558";"Viabilidade de Legado e/ou Licenciamento";"13";"1"
"1559";"CHAT online / Fale Conosco";"13";"1"
"1560";"Uso de máscara em locais públicos";"10";"1"
"1561";"Higienização em Condomínio (Coronavírus)";"10";"1"
"1562";"Uso de máscara em estabelecimentos em geral";"10";"1"
"1563";"Teste Covid-19";"10";"1"
"1564";"Retorno às aulas na Rede de Ensino";"4";"1"
"1565";"Contratações emergenciais COVID-19";"10";"1"
"1566";"Portal COVID-19 do Distrito Federal";"13";"1"
"1567";"Gratuidade no Transporte Público Coletivo do DF – Profissionais da Saúde";"12";"1"
"1568";"Audiência Pública – Lei Orçamentária Anual de 2021 – LOA/2021";"13";"0"
"1569";"Atualização de cadastro";"13";"1"
"1570";"Recuperação de senha no Portal de Serviços da JUCIS-DF";"13";"1"
"1571";"Atendimento em Unidade Hospitalar (Hospitais Regionais)";"10";"1"
"1572";"Atendimento em Unidade de Pronto Atendimento (UPA)";"10";"1"
"1573";"Atendimento em Unidade Básica de Saúde (Centros de Saúde, Postos de Saúde)";"10";"1"
"1574";"Atendimento Ambulatorial (Policlínicas e Saúde Mental)";"10";"1"
"1575";"Tempo espera em serviço hospitalar de emergência";"10";"1"
"1576";"Recusa de recebimento de equipes do SAMU/Corpo de Bombeiros na urgência e emergência";"10";"1"
"1577";"Atendimento no componente especializado da assistência farmacêutica (Alto Custo)";"10";"1"
"1578";"Atendimento de Servidor da SES - Especialista em Saúde";"10";"1"
"1579";"Atendimento de Servidor da SES - Técnico em Saúde (Nível Médio)";"10";"1"
"1580";"Práticas Integrativas de Saúde";"10";"1"
"1581";"Gestão de Pessoas";"13";"1"
"1582";"Artesanato";"2";"1"
"1583";"Centro de Atendimento ao Turista - CAT";"3";"1"
"1584";"Pontos Turísticos";"2";"1"
"1585";"Queimadas em área pública";"7";"1"
"1586";"Aplicativo e-Cidades";"13";"1"
"1587";"OuvidorSUS";"10";"0"
"1588";"Atendimento prestado pelos servidores nas unidades do Centro de Referência de Assistência Social";"3";"1"
"1589";"Auxilio Excepcionalidade";"3";"1"
"1590";"Programa Prato Cheio";"3";"1"
"1591";"Programa Renda minima";"3";"1"
"1592";"Acumulador de entulho";"14";"1"
"1593";"Auxílio natalidade";"3";"1"
"1594";"Auxílio funeral";"3";"1"
"1595";"Entrega de escrituras de imóveis (Terracap)";"7";"1"
"1596";"Inclusão de imóvel disponível em licitação pública (Terracap)";"7";"1"
"1597";"Emissão de boletos (Terracap)";"7";"1"
"1598";"Benefício Previdenciário - Aposentadoria e Pensão - Servidores da Educação do DF";"4";"1"
"1599";"Recadastramento/Prova de Vida de aposentados e pensionistas do IPREV";"13";"1"
"1600";"Coleta de inservíveis (móveis e equipamentos eletrônicos)";"13";"1"
"1601";"Erosão";"7";"1"
"1602";"Vacina COVID-19";"10";"1"
"1603";"Carteira de idoso para Transporte Interestadual";"3";"1"
"1604";"Centro de CONVIVÊNCIA e fortalecimento de vínculos";"3";"0"
"1605";"Plano de Saúde- GDF Saúde";"10";"1"
"1606";"Biometria para CNH";"12";"1"
"1607";"Emissão de Autorização para Transferência de Propriedade de Veículo -ATPV (antigo CRV/DUT)";"12";"1"
"1608";"Segunda via de CRV - Certificado de Registro de Veículo";"12";"0"
"1609";"Credencial de Estacionamento - Idoso, PCD, Autista";"12";"1"
"1610";"Processo em andamento - DETRAN/DF";"12";"1"
"1611";"Pagamento multas de trânsito do DETRAN-DF";"12";"1"
"1612";"Curso de Reciclagem de Condutores";"12";"1"
"1613";"Leilão de veículos";"12";"1"
"1614";"Dívida Ativa Detran/DF";"12";"1"
"1615";"Veículo apreendido em depósito";"12";"1"
"1616";"CNH-Carteira Nacional de Habilitação";"12";"1"
"1617";"Pagamento multas de trânsito do DER-DF";"12";"1"
"1618";"Benefício de Prestação Continuada - BPC";"3";"1"
"1619";"Auxílio por Morte";"3";"1"
"1620";"Cesta Verde";"3";"1"
"1621";"CNH Social Detran DF";"12";"1"
"1622";"Rodoviária do Plano Piloto e Área Central de Brasília";"13";"1"
"1623";"Regiões Administrativas do DF";"13";"1"
"1624";"Fiscalização Coronavírus (Descumprimento de orientações de saúde)";"10";"1"
"1625";"Fiscalização Coronavírus (estabelecimentos em geral)";"10";"1"
"1626";"Circulação de carroças nas ruas do DF";"12";"1"
"1627";"Recomposição do asfalto ou calçada após obra da Caesb";"9";"1"
"1628";"Manutenção em Rede de Esgoto";"14";"1"
"1629";"Audiência Pública – Lei de Diretrizes Orçamentárias de 2022 – LDO/2022";"6";"0"
"1630";"Portal da Transparência";"13";"1"
"1631";"Dados pessoais – LGPD (Lei 13.709/2018)";"13";"1"
"1632";"Auxílio Calamidade";"3";"1"
"1633";"Atendimento à população em situação de vulnerabilidade";"10";"1"
"1634";"Atendimento em práticas integrativas em saúde";"10";"1"
"1635";"CRAS - Vagas para atendimento no CRAS";"3";"1"
"1636";"Recapeamento asfáltico";"13";"1"
"1637";"Certidões (Não Emissão)";"6";"1"
"1638";"Audiência Pública – Lei Orçamentária Anual de 2022 – LOA/2022";"6";"0"
"1639";"Recuperação de senha no Participa-DF";"13";"1"
"1640";"Fiscalização Coronavírus (Aglomeração em Bar, restaurante ou festa paga)";"13";"1"
"1641";"Placas rodoviárias, de endereçamento e turismo do Distrito Federal";"7";"0"
"1642";"Preservação de Parques Ecológicos";"7";"1"
"1643";"Agendamento de consultas - Hospital Veterinário Público (Hvep)";"10";"1"
"1644";"Abastecimento e distribuição de fraldas em unidades de saúde pública";"10";"1"
"1645";"Abastecimento e distribuição de fraldas em unidades de saúde pública";"10";"0"
"1646";"Portal de serviços do GDF";"13";"1"
"1647";"IPTU/TLP - Cadastro de Imóveis";"6";"1"
"1648";"IPTU/TLP - Calendário de Vencimento – de IPTU/TLP";"6";"1"
"1649";"IPTU/TLP - consulta e emissão de DAR de IPTU/TLP e pagamento direto no banco";"6";"1"
"1650";"IPTU/TLP - Impugnação (cobrança indevida), prescrição e restituição";"6";"1"
"1651";"IPTU/TLP - Outros Serviços";"6";"1"
"1652";"Fiscalização - Direito do Consumidor";"13";"1"
"1653";"IPVA – Calendários de Vencimentos";"6";"1"
"1654";"IPVA – Consulta e emissão de DAR e pagamento direto no banco";"6";"1"
"1655";"IPVA – Impugnação (cobranças indevidas), prescrição e restituição";"6";"1"
"1656";"IPVA – Isenção";"6";"1"
"1657";"IPVA – Não incidência e remissão";"6";"1"
"1658";"IPVA – Valor de veículo e base de cálculo";"6";"1"
"1659";"ITBI – Cancelamento, impugnação, prescrição e restituição";"6";"1"
"1660";"ITBI – Consulta e emissão de DAR";"6";"1"
"1661";"ITBI – Imunidade e isenção";"6";"1"
"1662";"ITBI – Não incidência";"6";"1"
"1663";"ITBI – Termo de quitação";"6";"0"
"1664";"ITBI – Valor venal de imóvel e base de cálculo";"6";"1"
"1665";"ITCD – Cancelamento, impugnação, prescrição e restituição";"6";"1"
"1666";"ITCD – Doação de bens e direitos, inclusive dinheiro";"6";"1"
"1667";"ITCD – Emitir segunda via";"6";"1"
"1668";"ITCD – Imóvel rural";"6";"0"
"1669";"ITCD – Imunidade";"6";"1"
"1670";"ITCD – Inventário";"6";"0"
"1671";"ITCD – Separação, divórcio ou dissolução de união estável";"6";"1"
"1672";"Precatório – pagamento direto no banco sem emissão de DAR";"6";"1"
"1673";"Precatório – pagamento, consulta e emissão de DAR ou dívida ativa";"6";"1"
"1674";"Precatório – parcelamento, emissão de DAR de parcelamento e compensação com precatório";"6";"1"
"1675";"Pagamento Parcelamento Precatório – Refiz";"6";"1"
"1676";"Certidão cidadão – consultar débitos e emitir ou validar certidão";"6";"1"
"1677";"Certidão Cidadão – Incluir ou Alterar Cadastro de Pessoa Física";"6";"1"
"1678";"Nota Legal  - consulta";"6";"0"
"1679";"Cartão Gás";"3";"1"
"1680";"Papa-lixo (contêiner semienterrado)";"14";"1"
"1681";"Resíduos da Construção Civil – RCC";"9";"1"
"1682";"Coleta - Caixa de gordura";"14";"1"
"1683";"Unidades de transbordo e destinação final de resíduos";"9";"1"
"1684";"Audiência Pública - IPREV/DF";"13";"1"
"1685";"Audiência Pública – Lei de Diretrizes Orçamentárias";"13";"1"
"1686";"Documento histórico - Arquivo Público do GDF";"13";"0"
"1687";"Pesquisa a documento histórico";"13";"1"
"1688";"Audiência Pública – Lei Orçamentária Anual - LOA";"13";"1"
"1689";"Curso de Ambientação para novos ouvidores 2023";"4";"1"
"1690";"Conduta Ética";"13";"1"
"1691";"Conciliação de barulho";"8";"1"
"1692";"Sistema de protocolo eletrônico (e-Protocolo)";"13";"1"
"1693";"e-Protocolo (Protocolo eletrônico)";"13";"0"
"1694";"Cesta do Trabalhador";"3";"1"
"1695";"Educador Social Voluntário - ESV";"4";"1"
"1696";"Bullying";"8";"1"
"1697";"Cartão Uniforme Escolar";"4";"1"
